source,n_years,mean_iou,min_iou,max_iou,std_iou,interpretation
raw,4,0.7518013392629262,0.7287464896604544,0.7800789689339194,0.01997904131803564,Stable boundaries with minor changes
filtered,4,0.7466491828674622,0.7244316710683031,0.7744537983563841,0.01956133386799794,Moderate boundary changes
