,2020,2021,2022,2023
2020,1.0,0.7540400370806504,0.743990234910196,0.7287464896604544
2021,0.7540400370806504,1.0,0.7800789689339194,0.7296408006580751
2022,0.743990234910196,0.7800789689339194,1.0,0.7743115043342624
2023,0.7287464896604544,0.7296408006580751,0.7743115043342624,1.0
