precision,recall,f1,iou,accuracy,kappa,tp,fp,fn,tn,year,source
0.9773764926246781,0.5337137012353966,0.6904144140419066,0.5272006819904016,0.5402081798084009,0.03682423541831534,33395,773,29176,1792,2020,raw
0.9782251560679829,0.5234054114525899,0.6819364914107235,0.5173775671406003,0.5309813313682142,0.03715081265393127,32750,729,29821,1836,2020,filtered
0.9782651153706649,0.560355436224449,0.7125553794252732,0.5534648776637727,0.5657086710881847,0.04279719405226391,35062,779,27509,1786,2021,raw
0.9786069090088056,0.5541544805101405,0.7076109915002602,0.5475216725354892,0.5600743060673053,0.04258544342553435,34674,758,27897,1807,2021,filtered
0.9797159677464357,0.5611864921449233,0.7136121611185627,0.5547410660684382,0.5673053303856547,0.04631632201530724,35114,727,27457,1838,2022,raw
0.9805594800791184,0.5546019721596267,0.7084860301548576,0.5485701639292433,0.5615788504053059,0.047091692632537645,34702,688,27869,1877,2022,filtered
0.9777923510298984,0.5242364673730642,0.682536049439231,0.5180681028492008,0.5315340211250307,0.03638288919040623,32802,745,29769,1820,2023,raw
0.9782319908218102,0.517827747678637,0.6771864190693153,0.5119288377678064,0.5257461311717023,0.03639171132393186,32401,721,30170,1844,2023,filtered
