boundary_precision_10m,boundary_recall_10m,boundary_f1_10m,boundary_precision_20m,boundary_recall_20m,boundary_f1_20m,boundary_precision_30m,boundary_recall_30m,boundary_f1_30m,year,source
0.038207026941862295,0.3652694610778443,0.06917805896912183,0.06522766661414842,0.5004277159965783,0.11541208031239747,0.10154403655270207,0.611633875106929,0.1741718905068113,2020,raw
0.034913973982375154,0.32763045337895635,0.06310333444295943,0.06076374318086446,0.46877673224978617,0.10758244285075902,0.09693663449433487,0.583404619332763,0.1662497460750457,2020,filtered
0.03273861077429413,0.2805816937553465,0.05863555428390366,0.058461804954096655,0.40633019674935844,0.10221689109218648,0.09440498874068942,0.5218135158254918,0.15988419276998345,2021,raw
0.03196182587557396,0.26518391787852863,0.05704784528396271,0.056720986765103086,0.3917878528656972,0.09909545433002558,0.09192401188439722,0.5038494439692045,0.15548145631635255,2021,filtered
0.03768573088735785,0.3438836612489307,0.06792739345171411,0.06408234415207105,0.48502994011976047,0.11320764964502669,0.1011040092969204,0.6065012831479898,0.17331614679736865,2022,raw
0.03519417475728155,0.31822070145423437,0.06337885432792154,0.061373092926490985,0.4679213002566296,0.10851343907207836,0.09882108183079057,0.5988023952095808,0.1696453816277028,2022,filtered
0.032111172175551546,0.32078699743370404,0.05837857712709269,0.05809845332495878,0.4696321642429427,0.10340465936925601,0.09546989086912146,0.6013686911890505,0.1647802082093447,2023,raw
0.030821917808219176,0.3028229255774166,0.05594921370808418,0.05650684931506849,0.4568006843455945,0.10057272003492822,0.09360730593607305,0.5979469632164243,0.16187364265118287,2023,filtered
